theta0_deg,elements,scan_limit_deg,sum_guard_used_deg,diff_guard_used_deg,sum_peak_theta_deg,sum_pointing_error_deg,sum_target_gain_db,sum_sll_db,diff_null_at_target_db,diff_sll_db,null_1_theta_deg,null_1_depth_db,null_2_theta_deg,null_2_depth_db,null_3_theta_deg,null_3_depth_db,null_4_theta_deg,null_4_depth_db,loss_sum_point,loss_sum_sll,loss_null,loss_diff_null,loss_diff_lobes,loss_diff_sll,train_seconds,fault_rate
30.0,1024,60.0,13.856406460551018,20.784609690826525,30.0,0.0,0.0,-35.195228576660156,-41.76992416381836,-20.790653228759766,15.0,-44.008148193359375,45.0,-41.451377868652344,60.0,-43.265628814697266,-15.0,-44.39234161376953,0.0,0.0,0.0,0.0,0.4022230803966522,0.0,10.2894880999811,0.1
