theta0_deg,elements,scan_limit_deg,sum_guard_used_deg,diff_guard_used_deg,sum_peak_theta_deg,sum_pointing_error_deg,sum_target_gain_db,sum_sll_db,diff_null_at_target_db,diff_sll_db,null_1_theta_deg,null_1_depth_db,null_2_theta_deg,null_2_depth_db,null_3_theta_deg,null_3_depth_db,null_4_theta_deg,null_4_depth_db,loss_sum_point,loss_sum_sll,loss_null,loss_diff_null,loss_diff_lobes,loss_diff_sll,train_seconds,fault_rate
30.0,1024,60.0,13.856406460551018,20.784609690826525,30.0,0.0,0.0,-35.011566162109375,-32.86762619018555,-20.012645721435547,15.0,-45.16626739501953,45.0,-36.74031066894531,60.0,-51.30136489868164,-15.0,-35.64630126953125,0.0,0.0,0.0,0.0,0.6678145527839661,0.0,12.60662009997759,0.2
