theta_deg,pattern_db
33.2500,-0.651072
33.5000,-0.730253
33.7500,-0.813933
34.0000,-0.902110
34.2500,-0.994790
34.5000,-1.091978
34.7500,-1.193683
35.0000,-1.299913
35.2500,-1.410679
35.5000,-1.525999
35.7500,-1.645883
36.0000,-1.770353
36.2500,-1.899430
36.5000,-2.033135
36.7500,-2.171496
37.0000,-2.314544
37.2500,-2.462301
37.5000,-2.614808
37.7500,-2.772103
38.0000,-2.934223
38.2500,-3.101211
38.5000,-3.273119
38.7500,-3.449991
39.0000,-3.631894
39.2500,-3.818873
39.5000,-4.011003
39.7500,-4.208347
40.0000,-4.410978
40.2500,-4.618976
40.5000,-4.832426
40.7500,-5.051420
41.0000,-5.276055
41.2500,-5.506435
41.5000,-5.742673
41.7500,-5.984890
42.0000,-6.233210
42.2500,-6.487779
42.5000,-6.748741
42.7500,-7.016258
43.0000,-7.290504
43.2500,-7.571671
43.5000,-7.859944
43.7500,-8.155548
44.0000,-8.458729
44.2500,-8.769718
44.5000,-9.088816
44.7500,-9.416299
45.0000,-9.752513
45.2500,-10.097795
45.5000,-10.452536
45.7500,-10.817164
46.0000,-11.192149
46.2500,-11.577988
46.5000,-11.975248
46.7500,-12.384556
47.0000,-12.806605
47.2500,-13.242170
47.5000,-13.692098
47.7500,-14.157345
48.0000,-14.639014
48.2500,-15.138310
48.5000,-15.656649
48.7500,-16.195614
49.0000,-16.757050
49.2500,-17.343063
49.5000,-17.956139
49.7500,-18.599163
50.0000,-19.275637
50.2500,-19.989645
50.5000,-20.746227
50.7500,-21.551525
51.0000,-22.413218
51.2500,-23.341030
51.5000,-24.347563
51.7500,-25.449459
52.0000,-26.669510
52.2500,-28.039865
52.5000,-29.607985
52.7500,-31.448086
53.0000,-33.685242
53.2500,-36.552078
53.5000,-40.538387
53.7500,-46.535721
54.0000,-47.985535
54.2500,-42.012329
54.5000,-38.038765
54.7500,-35.337242
55.0000,-33.334747
55.2500,-31.763977
55.5000,-30.484825
55.7500,-29.415379
56.0000,-28.504019
56.2500,-27.716137
56.5000,-27.027466
56.7500,-26.420214
57.0000,-25.881157
57.2500,-25.399967
57.5000,-24.968655
57.7500,-24.580772
58.0000,-24.231071
58.2500,-23.915234
58.5000,-23.629700
58.7500,-23.371387
59.0000,-23.137781
59.2500,-22.926672
59.5000,-22.736115
59.7500,-22.564465
60.0000,-22.410250
60.2500,-22.272245
60.5000,-22.149273
60.7500,-22.040365
61.0000,-21.944580
61.2500,-21.861156
61.5000,-21.789305
61.7500,-21.728439
62.0000,-21.677898
62.2500,-21.637184
62.5000,-21.605787
62.7500,-21.583248
63.0000,-21.569157
63.2500,-21.563110
63.5000,-21.564762
63.7500,-21.573793
64.0000,-21.589886
64.2500,-21.612747
64.5000,-21.642111
64.7500,-21.677746
65.0000,-21.719387
65.2500,-21.766861
65.5000,-21.819946
65.7500,-21.878407
66.0000,-21.942102
66.2500,-22.010845
66.5000,-22.084461
66.7500,-22.162758
67.0000,-22.245659
67.2500,-22.332926
67.5000,-22.424486
67.7500,-22.520172
68.0000,-22.619850
68.2500,-22.723419
68.5000,-22.830715
68.7500,-22.941626
69.0000,-23.056007
69.2500,-23.173771
69.5000,-23.294785
69.7500,-23.418943
70.0000,-23.546101
70.2500,-23.676159
70.5000,-23.808983
70.7500,-23.944469
71.0000,-24.082462
71.2500,-24.222862
71.5000,-24.365540
71.7500,-24.510382
72.0000,-24.657246
72.2500,-24.805954
72.5000,-24.956427
72.7500,-25.108475
73.0000,-25.262028
73.2500,-25.416832
73.5000,-25.572794
73.7500,-25.729731
74.0000,-25.887478
74.2500,-26.045853
74.5000,-26.204679
74.7500,-26.363800
75.0000,-26.523029
75.2500,-26.682114
75.5000,-26.840923
75.7500,-26.999208
76.0000,-27.156763
76.2500,-27.313412
76.5000,-27.468887
76.7500,-27.622976
77.0000,-27.775494
77.2500,-27.926193
77.5000,-28.074879
77.7500,-28.221279
78.0000,-28.365219
78.2500,-28.506460
78.5000,-28.644787
78.7500,-28.780064
79.0000,-28.912022
79.2500,-29.040478
79.5000,-29.165325
79.7500,-29.286331
80.0000,-29.403467
80.2500,-29.516472
80.5000,-29.625336
80.7500,-29.729881
81.0000,-29.830072
81.2500,-29.925854
81.5000,-30.017244
81.7500,-30.104181
82.0000,-30.186623
82.2500,-30.264694
82.5000,-30.338348
82.7500,-30.407734
83.0000,-30.472839
83.2500,-30.533812
83.5000,-30.590746
83.7500,-30.643749
84.0000,-30.692999
84.2500,-30.738628
84.5000,-30.780724
84.7500,-30.819502
85.0000,-30.855085
85.2500,-30.887684
85.5000,-30.917408
85.7500,-30.944445
86.0000,-30.968964
86.2500,-30.991117
86.5000,-31.011051
86.7500,-31.028921
87.0000,-31.044842
87.2500,-31.058987
87.5000,-31.071457
87.7500,-31.082386
88.0000,-31.091845
88.2500,-31.099979
88.5000,-31.106869
88.7500,-31.112520
89.0000,-31.117073
89.2500,-31.120550
89.5000,-31.123047
89.7500,-31.124508
90.0000,-31.125004
