theta0_deg,peak_theta_deg,pointing_error_deg,target_gain_db,sll_db,train_seconds,epochs,elements,loss_pointing,loss_sll,loss_amp
-30.0,-29.75,0.25,-0.0014005438424646854,-19.999927520751953,6.412832900008652,1000,64,1.9658768906083424e-06,1.7522931716751344e-10,0.04594704136252403
0.0,0.0,0.0,0.0,-22.25325584411621,5.69292120001046,1000,64,0.0,0.0,0.05948550999164581
30.0,29.5,0.5,-0.011652875691652298,-19.99815559387207,5.763151299965102,1000,64,0.00013587408466264606,2.5532094127811433e-07,0.05096026137471199
