theta_deg,pattern_db
-53.2500,-23.410654
-53.0000,-23.347908
-52.7500,-23.285606
-52.5000,-23.223885
-52.2500,-23.162832
-52.0000,-23.102585
-51.7500,-23.043242
-51.5000,-22.984941
-51.2500,-22.927814
-51.0000,-22.871983
-50.7500,-22.817591
-50.5000,-22.764767
-50.2500,-22.713678
-50.0000,-22.664444
-49.7500,-22.617224
-49.5000,-22.572170
-49.2500,-22.529430
-49.0000,-22.489162
-48.7500,-22.451527
-48.5000,-22.416676
-48.2500,-22.384769
-48.0000,-22.355988
-47.7500,-22.330475
-47.5000,-22.308405
-47.2500,-22.289953
-47.0000,-22.275278
-46.7500,-22.264559
-46.5000,-22.257975
-46.2500,-22.255676
-46.0000,-22.257866
-45.7500,-22.264711
-45.5000,-22.276392
-45.2500,-22.293095
-45.0000,-22.315008
-44.7500,-22.342302
-44.5000,-22.375174
-44.2500,-22.413809
-44.0000,-22.458397
-43.7500,-22.509127
-43.5000,-22.566193
-43.2500,-22.629766
-43.0000,-22.700060
-42.7500,-22.777231
-42.5000,-22.861483
-42.2500,-22.952961
-42.0000,-23.051844
-41.7500,-23.158281
-41.5000,-23.272404
-41.2500,-23.394329
-41.0000,-23.524141
-40.7500,-23.661896
-40.5000,-23.807604
-40.2500,-23.961210
-40.0000,-24.122620
-39.7500,-24.291620
-39.5000,-24.467955
-39.2500,-24.651203
-39.0000,-24.840775
-38.7500,-25.035973
-38.5000,-25.235821
-38.2500,-25.439167
-38.0000,-25.644495
-37.7500,-25.850058
-37.5000,-26.053705
-37.2500,-26.252901
-37.0000,-26.444786
-36.7500,-26.626062
-36.5000,-26.793163
-36.2500,-26.942280
-36.0000,-27.069548
-35.7500,-27.171164
-35.5000,-27.243687
-35.2500,-27.284233
-35.0000,-27.290726
-34.7500,-27.262035
-34.5000,-27.198202
-34.2500,-27.100286
-34.0000,-26.970425
-33.7500,-26.811565
-33.5000,-26.627310
-33.2500,-26.421625
-33.0000,-26.198666
-32.7500,-25.962475
-32.5000,-25.717010
-32.2500,-25.465862
-32.0000,-25.212305
-31.7500,-24.959198
-31.5000,-24.709148
-31.2500,-24.464264
-31.0000,-24.226475
-30.7500,-23.997362
-30.5000,-23.778284
-30.2500,-23.570457
-30.0000,-23.374886
-29.7500,-23.192471
-29.5000,-23.024010
-29.2500,-22.870253
-29.0000,-22.731886
-28.7500,-22.609606
-28.5000,-22.504055
-28.2500,-22.415934
-28.0000,-22.345984
-27.7500,-22.294952
-27.5000,-22.263744
-27.2500,-22.253256
-27.0000,-22.264572
-26.7500,-22.298904
-26.5000,-22.357618
-26.2500,-22.442307
-26.0000,-22.554844
-25.7500,-22.697355
-25.5000,-22.872372
-25.2500,-23.082920
-25.0000,-23.332607
-24.7500,-23.625772
-24.5000,-23.967791
-24.2500,-24.365236
-24.0000,-24.826443
-23.7500,-25.362049
-23.5000,-25.985992
-23.2500,-26.716917
-23.0000,-27.580624
-22.7500,-28.614100
-22.5000,-29.872974
-22.2500,-31.446220
-22.0000,-33.487316
-21.7500,-36.288464
-21.5000,-40.431767
-21.2500,-45.533581
-21.0000,-42.095444
-20.7500,-36.838974
-20.5000,-33.186855
-20.2500,-30.468735
-20.0000,-28.304508
-19.7500,-26.501125
-19.5000,-24.950565
-19.2500,-23.586933
-19.0000,-22.367298
-18.7500,-21.262167
-18.5000,-20.250425
-18.2500,-19.316465
-18.0000,-18.448429
-17.7500,-17.637066
-17.5000,-16.875050
-17.2500,-16.156487
-17.0000,-15.476538
-16.7500,-14.831199
-16.5000,-14.217112
-16.2500,-13.631433
-16.0000,-13.071738
-15.7500,-12.535938
-15.5000,-12.022221
-15.2500,-11.529003
-15.0000,-11.054901
-14.7500,-10.598686
-14.5000,-10.159272
-14.2500,-9.735682
-14.0000,-9.327060
-13.7500,-8.932611
-13.5000,-8.551643
-13.2500,-8.183514
-13.0000,-7.827641
-12.7500,-7.483501
-12.5000,-7.150611
-12.2500,-6.828527
-12.0000,-6.516849
-11.7500,-6.215199
-11.5000,-5.923237
-11.2500,-5.640645
-11.0000,-5.367124
-10.7500,-5.102408
-10.5000,-4.846241
-10.2500,-4.598387
-10.0000,-4.358628
-9.7500,-4.126758
-9.5000,-3.902587
-9.2500,-3.685934
-9.0000,-3.476635
-8.7500,-3.274531
-8.5000,-3.079474
-8.2500,-2.891330
-8.0000,-2.709965
-7.7500,-2.535260
-7.5000,-2.367100
-7.2500,-2.205376
-7.0000,-2.049989
-6.7500,-1.900838
-6.5000,-1.757841
-6.2500,-1.620906
-6.0000,-1.489956
-5.7500,-1.364917
-5.5000,-1.245715
-5.2500,-1.132287
-5.0000,-1.024566
-4.7500,-0.922496
-4.5000,-0.826019
-4.2500,-0.735084
-4.0000,-0.649642
-3.7500,-0.569647
-3.5000,-0.495054
-3.2500,-0.425824
-3.0000,-0.361919
-2.7500,-0.303305
-2.5000,-0.249949
-2.2500,-0.201820
-2.0000,-0.158890
-1.7500,-0.121134
-1.5000,-0.088528
-1.2500,-0.061050
-1.0000,-0.038685
-0.7500,-0.021409
-0.5000,-0.009213
-0.2500,-0.002080
0.0000,0.000000
0.2500,-0.002963
0.5000,-0.010962
0.7500,-0.023993
1.0000,-0.042049
1.2500,-0.065131
1.5000,-0.093236
1.7500,-0.126367
2.0000,-0.164528
2.2500,-0.207725
2.5000,-0.255965
2.7500,-0.309254
3.0000,-0.367609
3.2500,-0.431038
3.5000,-0.499559
3.7500,-0.573187
4.0000,-0.651943
4.2500,-0.735848
4.5000,-0.824924
4.7500,-0.919198
5.0000,-1.018698
5.2500,-1.123455
5.5000,-1.233500
5.7500,-1.348870
6.0000,-1.469603
6.2500,-1.595739
6.5000,-1.727322
6.7500,-1.864402
7.0000,-2.007025
7.2500,-2.155246
7.5000,-2.309122
7.7500,-2.468714
8.0000,-2.634087
8.2500,-2.805308
8.5000,-2.982452
8.7500,-3.165597
9.0000,-3.354826
9.2500,-3.550226
9.5000,-3.751891
9.7500,-3.959923
10.0000,-4.174426
10.2500,-4.395511
10.5000,-4.623307
10.7500,-4.857935
11.0000,-5.099537
11.2500,-5.348258
11.5000,-5.604255
11.7500,-5.867698
12.0000,-6.138763
12.2500,-6.417647
12.5000,-6.704557
12.7500,-6.999715
13.0000,-7.303360
13.2500,-7.615753
13.5000,-7.937173
13.7500,-8.267919
14.0000,-8.608323
14.2500,-8.958739
14.5000,-9.319556
14.7500,-9.691193
15.0000,-10.074114
15.2500,-10.468822
15.5000,-10.875873
15.7500,-11.295877
16.0000,-11.729513
16.2500,-12.177525
16.5000,-12.640747
16.7500,-13.120100
17.0000,-13.616632
17.2500,-14.131509
17.5000,-14.666044
17.7500,-15.221743
18.0000,-15.800300
18.2500,-16.403667
18.5000,-17.034111
18.7500,-17.694229
19.0000,-18.387062
19.2500,-19.116190
19.5000,-19.885822
19.7500,-20.700977
20.0000,-21.567669
20.2500,-22.493116
20.5000,-23.486021
20.7500,-24.556839
21.0000,-25.717930
21.2500,-26.983318
21.5000,-28.367043
21.7500,-29.877800
22.0000,-31.503546
22.2500,-33.171967
22.5000,-34.672016
22.7500,-35.601505
23.0000,-35.602539
23.2500,-34.787132
23.5000,-33.587540
23.7500,-32.330574
24.0000,-31.157705
24.2500,-30.108740
24.5000,-29.183969
24.7500,-28.371284
25.0000,-27.656260
25.2500,-27.025354
25.5000,-26.466932
25.7500,-25.971149
26.0000,-25.529892
26.2500,-25.136364
26.5000,-24.784931
26.7500,-24.470778
27.0000,-24.189844
27.2500,-23.938717
27.5000,-23.714380
27.7500,-23.514261
28.0000,-23.336134
28.2500,-23.177982
28.5000,-23.038080
28.7500,-22.914833
29.0000,-22.806828
29.2500,-22.712824
29.5000,-22.631645
29.7500,-22.562239
30.0000,-22.503632
30.2500,-22.454926
30.5000,-22.415298
30.7500,-22.383976
31.0000,-22.360210
31.2500,-22.343346
31.5000,-22.332726
31.7500,-22.327732
32.0000,-22.327827
32.2500,-22.332451
32.5000,-22.341064
32.7500,-22.353201
33.0000,-22.368416
33.2500,-22.386223
33.5000,-22.406242
33.7500,-22.428059
34.0000,-22.451328
34.2500,-22.475674
34.5000,-22.500792
34.7500,-22.526382
35.0000,-22.552149
35.2500,-22.577856
35.5000,-22.603273
35.7500,-22.628185
36.0000,-22.652416
36.2500,-22.675781
36.5000,-22.698200
36.7500,-22.719500
37.0000,-22.739628
37.2500,-22.758492
37.5000,-22.776035
37.7500,-22.792278
38.0000,-22.807144
38.2500,-22.820675
38.5000,-22.832907
38.7500,-22.843845
39.0000,-22.853563
39.2500,-22.862120
39.5000,-22.869596
39.7500,-22.876072
40.0000,-22.881634
40.2500,-22.886387
40.5000,-22.890453
40.7500,-22.893951
41.0000,-22.896959
41.2500,-22.899618
41.5000,-22.902048
41.7500,-22.904360
42.0000,-22.906689
42.2500,-22.909147
42.5000,-22.911842
42.7500,-22.914913
43.0000,-22.918457
43.2500,-22.922604
43.5000,-22.927448
43.7500,-22.933105
44.0000,-22.939690
44.2500,-22.947269
44.5000,-22.955975
44.7500,-22.965887
45.0000,-22.977095
45.2500,-22.989697
45.5000,-23.003769
45.7500,-23.019382
46.0000,-23.036634
46.2500,-23.055593
46.5000,-23.076317
46.7500,-23.098909
47.0000,-23.123405
47.2500,-23.149879
47.5000,-23.178394
47.7500,-23.209003
48.0000,-23.241777
48.2500,-23.276760
48.5000,-23.314007
48.7500,-23.353573
49.0000,-23.395512
49.2500,-23.439877
49.5000,-23.486700
49.7500,-23.536037
50.0000,-23.587931
50.2500,-23.642433
50.5000,-23.699591
50.7500,-23.759422
51.0000,-23.821999
51.2500,-23.887350
51.5000,-23.955528
51.7500,-24.026554
52.0000,-24.100479
52.2500,-24.177370
52.5000,-24.257231
52.7500,-24.340124
53.0000,-24.426090
53.2500,-24.515171
53.5000,-24.607407
53.7500,-24.702845
54.0000,-24.801525
54.2500,-24.903526
54.5000,-25.008852
54.7500,-25.117571
55.0000,-25.229731
55.2500,-25.345387
55.5000,-25.464594
55.7500,-25.587406
56.0000,-25.713884
56.2500,-25.844114
56.5000,-25.978090
56.7500,-26.115940
57.0000,-26.257713
57.2500,-26.403473
57.5000,-26.553324
57.7500,-26.707321
58.0000,-26.865549
58.2500,-27.028133
58.5000,-27.195107
58.7500,-27.366646
59.0000,-27.542789
59.2500,-27.723658
59.5000,-27.909424
59.7500,-28.100170
60.0000,-28.296062
60.2500,-28.497210
60.5000,-28.703821
60.7500,-28.915949
61.0000,-29.133947
61.2500,-29.357870
61.5000,-29.587963
61.7500,-29.824436
62.0000,-30.067623
62.2500,-30.317633
62.5000,-30.574854
62.7500,-30.839523
63.0000,-31.112015
63.2500,-31.392708
63.5000,-31.681950
63.7500,-31.980200
64.0000,-32.287884
64.2500,-32.605618
64.5000,-32.933907
64.7500,-33.273346
65.0000,-33.624786
65.2500,-33.988853
65.5000,-34.366459
65.7500,-34.758633
66.0000,-35.166481
66.2500,-35.591263
66.5000,-36.034386
66.7500,-36.497475
67.0000,-36.982533
67.2500,-37.491600
67.5000,-38.027290
67.7500,-38.592571
68.0000,-39.191128
68.2500,-39.827290
68.5000,-40.506134
68.7500,-41.234058
69.0000,-42.019424
69.2500,-42.872383
69.5000,-43.806118
69.7500,-44.838860
70.0000,-45.994781
70.2500,-47.309326
70.5000,-48.834824
70.7500,-50.655193
71.0000,-52.915573
71.2500,-55.901039
71.5000,-60.263084
71.7500,-67.298630
72.0000,-65.729385
72.2500,-59.405235
72.5000,-55.547272
72.7500,-52.878548
73.0000,-50.857700
73.2500,-49.239319
73.5000,-47.894463
73.7500,-46.747776
74.0000,-45.751091
74.2500,-44.871841
74.5000,-44.087009
74.7500,-43.379688
75.0000,-42.737495
75.2500,-42.150383
75.5000,-41.610950
75.7500,-41.112427
76.0000,-40.650475
76.2500,-40.220352
76.5000,-39.819065
76.7500,-39.443165
77.0000,-39.090767
77.2500,-38.759102
77.5000,-38.446781
77.7500,-38.152031
78.0000,-37.873291
78.2500,-37.609619
78.5000,-37.359692
78.7500,-37.122719
79.0000,-36.897503
79.2500,-36.683563
79.5000,-36.480148
79.7500,-36.286549
80.0000,-36.102322
80.2500,-35.926682
80.5000,-35.759399
80.7500,-35.599930
81.0000,-35.447826
81.2500,-35.302876
81.5000,-35.164658
81.7500,-35.032906
82.0000,-34.907269
82.2500,-34.787567
82.5000,-34.673416
82.7500,-34.564777
83.0000,-34.461266
83.2500,-34.362804
83.5000,-34.269150
83.7500,-34.180222
84.0000,-34.095798
84.2500,-34.015728
84.5000,-33.939987
84.7500,-33.868286
85.0000,-33.800655
85.2500,-33.736931
85.5000,-33.676949
85.7500,-33.620667
86.0000,-33.568062
86.2500,-33.518990
86.5000,-33.473400
86.7500,-33.431221
87.0000,-33.392403
87.2500,-33.356850
87.5000,-33.324604
87.7500,-33.295532
88.0000,-33.269600
88.2500,-33.246845
88.5000,-33.227161
88.7500,-33.210579
89.0000,-33.197006
89.2500,-33.186466
89.5000,-33.178963
89.7500,-33.174454
90.0000,-33.172985
