theta0_deg,elements,scan_limit_deg,sum_guard_used_deg,diff_guard_used_deg,sum_peak_theta_deg,sum_pointing_error_deg,sum_target_gain_db,sum_sll_db,diff_null_at_target_db,diff_sll_db,null_1_theta_deg,null_1_depth_db,null_2_theta_deg,null_2_depth_db,null_3_theta_deg,null_3_depth_db,null_4_theta_deg,null_4_depth_db,loss_sum_point,loss_sum_sll,loss_null,loss_diff_null,loss_diff_lobes,loss_diff_sll,train_seconds,fault_rate
30.0,1024,60.0,13.856406460551018,20.784609690826525,30.0,0.0,0.0,-58.13372802734375,-36.236854553222656,-20.3085880279541,15.0,-60.390403747558594,45.0,-67.33849334716797,60.0,-65.52316284179688,-15.0,-87.3770980834961,0.0,0.0,0.0,0.0,0.5718785524368286,0.0,10.443074100010563,0.0
